case,label,model,source_file,o3col_du,z_km,t_k,p_bar,o3_vmr,n_o3_cm3
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,88.5,552.5653623403654,8.369e-07,1.308e-12,14.34876
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,89.5,567.2821098312497,7.887e-07,9.539e-13,9.605773
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,90.5,582.4575015329143,7.445e-07,6.995e-13,6.475971
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,91.5,597.3286441514994,7.037999999999999e-07,5.155e-13,4.399277
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,92.5,608.6215038140773,6.661000000000001e-07,3.952e-13,3.1327504000000004
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,93.5,618.7112469779092,6.311e-07,3.073e-13,2.2703324
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,94.5,628.6906812878283,5.984000000000001e-07,2.39e-13,1.6476659999999999
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,95.5,638.7085335495451,5.679e-07,1.856e-13,1.195264
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,96.5,648.6565326833692,5.394e-07,1.439e-13,0.8667097
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,97.5,658.662046573022,5.128e-07,1.112e-13,0.6270568
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,98.5,668.7822321680312,4.879e-07,8.541e-14,0.45130644
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,99.5,678.7088571112655,4.645e-07,6.535e-14,0.32393995
