 SOLAR ZENITH ANGLE (deg) =    48.2000000000000     
 FIXED SPECIES MIXING RATIOS:
    O2 =   0.210000000000000       CO2 =   4.000000000000000E-004
 
    CH4 =   2.806977011436352E-007
 Standard CH3CL flux =  2.370E+08

 PO2= 1.517E-01  PNO= 3.565E-02  ZAPNO= 3.768E+03
 N= 3     X= 6.98378E-01  ERR= 1.04173E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  3.45E+06 2.18E+05 7.65E+09 5.84E+08 1.14E+09 6.81E+05 7.78E+08 3.14E+07 3.83E+05 4.69E+06 2.01E+03 7.82E+06 3.14E+07
  3.65E+06 2.03E+05 3.90E+09 6.28E+08 8.26E+08 7.27E+05 4.15E+08 1.01E+07 2.42E+05 1.28E+06 1.10E+03 3.61E+06 2.43E+07
  3.85E+06 1.88E+05 2.01E+09 6.49E+08 5.17E+08 7.33E+05 2.00E+08 2.67E+06 1.33E+05 2.74E+05 5.06E+02 1.60E+06 1.58E+07
  4.05E+06 1.74E+05 1.05E+09 6.33E+08 2.73E+08 6.59E+05 8.14E+07 6.15E+05 6.42E+04 4.42E+04 1.87E+02 6.92E+05 8.73E+06
  4.25E+06 1.57E+05 5.66E+08 5.60E+08 1.25E+08 4.69E+05 2.64E+07 1.39E+05 2.74E+04 5.60E+03 5.24E+01 3.01E+05 4.20E+06
  4.45E+06 1.39E+05 3.14E+08 4.52E+08 5.32E+07 2.66E+05 7.30E+06 3.27E+04 1.08E+04 6.30E+02 1.12E+01 1.38E+05 1.80E+06
  4.65E+06 1.21E+05 1.78E+08 3.46E+08 2.24E+07 1.31E+05 1.87E+06 8.06E+03 4.05E+03 6.91E+01 1.90E+00 6.80E+04 6.94E+05
  4.85E+06 1.02E+05 1.05E+08 2.60E+08 9.72E+06 6.33E+04 4.94E+05 2.16E+03 1.52E+03 8.12E+00 3.50E-01 3.66E+04 2.66E+05
  5.05E+06 8.09E+04 6.34E+07 1.94E+08 4.34E+06 3.17E+04 1.43E+05 6.46E+02 5.78E+02 1.07E+00 9.31E-02 2.15E+04 1.10E+05
  5.25E+06 6.29E+04 3.92E+07 1.45E+08 1.98E+06 1.61E+04 4.35E+04 2.05E+02 2.22E+02 1.51E-01 2.78E-02 1.37E+04 4.73E+04
  5.45E+06 4.60E+04 2.51E+07 1.08E+08 9.28E+05 8.69E+03 1.47E+04 7.13E+01 8.79E+01 2.43E-02 1.13E-02 9.38E+03 2.29E+04
  5.65E+06 3.34E+04 1.62E+07 8.04E+07 4.42E+05 4.64E+03 5.10E+03 2.51E+01 3.49E+01 4.01E-03 3.74E-03 6.68E+03 1.10E+04
  5.85E+06 2.39E+04 1.05E+07 5.92E+07 2.18E+05 2.47E+03 1.85E+03 9.21E+00 1.41E+01 6.96E-04 1.05E-03 4.88E+03 5.36E+03
  6.05E+06 1.67E+04 6.83E+06 4.34E+07 1.13E+05 1.34E+03 7.17E+02 3.61E+00 5.94E+00 1.32E-04 2.59E-04 3.62E+03 2.65E+03
  6.25E+06 1.13E+04 4.44E+06 3.16E+07 6.35E+04 7.35E+02 3.14E+02 1.58E+00 2.65E+00 2.89E-05 5.87E-05 2.71E+03 1.35E+03
  6.45E+06 6.71E+03 2.94E+06 2.34E+07 4.11E+04 4.59E+02 1.67E+02 8.69E-01 1.39E+00 9.14E-06 1.56E-05 2.07E+03 8.09E+02
  6.65E+06 4.25E+03 1.86E+06 1.69E+07 2.79E+04 2.53E+02 8.85E+01 4.57E-01 7.04E-01 2.53E-06 2.52E-06 1.54E+03 3.87E+02
  6.85E+06 2.46E+03 1.17E+06 1.22E+07 2.25E+04 1.55E+02 5.88E+01 3.11E-01 4.13E-01 9.82E-07 4.04E-07 1.15E+03 2.08E+02
  7.05E+06 1.34E+03 7.20E+05 8.94E+06 2.06E+04 1.04E+02 4.56E+01 2.51E-01 2.69E-01 4.79E-07 6.22E-08 8.57E+02 1.19E+02
  7.25E+06 7.27E+02 4.29E+05 6.48E+06 1.74E+04 6.54E+01 3.30E+01 1.80E-01 1.59E-01 2.03E-07 8.23E-09 6.31E+02 6.12E+01
  7.45E+06 3.75E+02 2.40E+05 4.68E+06 1.25E+04 3.87E+01 2.02E+01 1.04E-01 8.38E-02 6.57E-08 1.04E-09 4.63E+02 2.78E+01
  7.65E+06 1.78E+02 1.21E+05 3.35E+06 7.30E+03 2.08E+01 9.98E+00 4.61E-02 3.76E-02 1.54E-08 1.28E-10 3.38E+02 1.10E+01
  7.85E+06 7.45E+01 5.33E+04 2.35E+06 3.87E+03 1.12E+01 4.12E+00 1.73E-02 1.53E-02 2.84E-09 1.52E-11 2.45E+02 4.09E+00
  8.05E+06 2.09E+01 1.86E+04 1.61E+06 5.12E+02 2.94E+00 1.01E+00 2.43E-03 2.67E-03 2.35E-10 1.28E-12 1.77E+02 4.99E-01
  8.25E+06 7.43E+00 5.19E+03 1.06E+06 1.76E+01 3.22E-01 1.91E-01 1.70E-04 1.03E-04 1.20E-11 1.92E-13 1.26E+02 8.59E-03
  8.45E+06 3.61E+00 1.33E+03 6.78E+05 2.18E+00 4.95E-02 3.52E-02 1.16E-05 9.94E-06 6.04E-13 4.47E-14 8.94E+01 2.95E-04
  8.65E+06 1.96E+00 3.54E+02 4.23E+05 7.17E-01 8.99E-03 6.44E-03 8.01E-07 2.41E-06 3.03E-14 9.69E-15 6.24E+01 2.02E-05
  8.85E+06 1.15E+00 1.02E+02 2.60E+05 2.92E-01 1.59E-03 1.17E-03 5.53E-08 6.92E-07 1.52E-15 1.66E-15 4.29E+01 1.77E-06
  9.05E+06 7.07E-01 3.36E+01 1.59E+05 1.23E-01 2.73E-04 2.11E-04 3.86E-09 2.02E-07 7.70E-17 2.40E-16 2.93E+01 1.83E-07
  9.25E+06 4.52E-01 1.25E+01 9.77E+04 5.17E-02 4.41E-05 3.82E-05 2.72E-10 5.76E-08 3.94E-18 2.85E-17 1.97E+01 2.02E-08
  9.45E+06 2.97E-01 5.27E+00 6.13E+04 2.24E-02 7.28E-06 7.00E-06 1.97E-11 1.70E-08 2.07E-19 3.18E-18 1.33E+01 2.48E-09
  9.65E+06 1.98E-01 2.55E+00 3.97E+04 1.01E-02 1.25E-06 1.31E-06 1.49E-12 5.31E-09 1.12E-20 3.40E-19 8.89E+00 3.38E-10
  9.85E+06 1.31E-01 1.42E+00 2.66E+04 4.70E-03 2.14E-07 2.72E-07 1.21E-13 1.69E-09 6.50E-22 3.19E-20 5.90E+00 4.69E-11

     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     
  5.00E+04 2.08E+02 4.31E+05 1.32E+08 1.51E+07 5.04E+18 5.80E+07 1.07E+02 1.18E+00 7.59E+08 5.08E+07 1.92E+06 9.60E+15
  2.50E+05 3.11E+02 4.94E+05 2.07E+08 1.88E+07 4.14E+18 5.33E+07 1.15E+02 2.17E+00 1.55E+09 1.27E+08 2.30E+06 8.07E+15
  4.50E+05 3.93E+02 5.05E+05 2.36E+08 1.94E+07 3.37E+18 5.41E+07 1.22E+02 4.08E+00 1.97E+09 1.72E+08 2.68E+06 6.70E+15
  6.50E+05 4.35E+02 4.92E+05 2.26E+08 1.53E+07 2.72E+18 6.07E+07 1.29E+02 7.69E+00 2.19E+09 1.71E+08 3.23E+06 5.50E+15
  8.50E+05 4.23E+02 4.54E+05 2.01E+08 9.25E+06 2.16E+18 6.51E+07 1.12E+02 1.18E+01 2.11E+09 1.26E+08 3.50E+06 4.43E+15
  1.05E+06 4.42E+02 3.69E+05 1.77E+08 5.64E+06 1.70E+18 3.06E+07 4.59E+01 9.99E+00 1.38E+09 7.06E+07 1.83E+06 3.49E+15
  1.25E+06 3.62E+02 3.06E+05 1.78E+08 5.17E+06 1.28E+18 5.00E+06 3.80E+00 1.74E+00 5.67E+08 1.72E+07 3.39E+05 2.64E+15
  1.45E+06 3.71E+02 5.75E+05 2.14E+08 1.50E+07 9.38E+17 4.05E+05 1.11E-01 1.32E-01 1.58E+08 2.59E+06 2.58E+04 1.93E+15
  1.65E+06 5.66E+02 1.53E+06 2.39E+08 5.06E+07 6.86E+17 1.89E+04 3.09E-03 3.26E-02 3.36E+07 4.81E+05 8.20E+02 1.41E+15
  1.85E+06 8.25E+02 3.27E+06 2.17E+08 1.08E+08 5.01E+17 6.26E+02 8.67E-05 3.58E-02 6.25E+06 9.24E+04 1.66E+01 1.03E+15
  2.05E+06 1.12E+03 5.58E+06 1.63E+08 1.57E+08 3.66E+17 1.64E+01 2.52E-06 3.69E-02 1.13E+06 1.90E+04 2.89E-01 7.52E+14
  2.25E+06 1.44E+03 8.12E+06 1.08E+08 1.78E+08 2.66E+17 3.34E-01 7.20E-08 2.91E-02 2.06E+05 4.81E+03 4.50E-03 5.45E+14
  2.45E+06 1.87E+03 1.01E+07 6.75E+07 1.71E+08 1.93E+17 4.84E-03 1.70E-09 1.96E-02 3.82E+04 3.72E+03 5.62E-05 3.97E+14
  2.65E+06 2.52E+03 1.16E+07 4.24E+07 1.46E+08 1.41E+17 4.40E-05 2.84E-11 1.15E-02 7.12E+03 1.06E+04 4.85E-07 2.90E+14
  2.85E+06 3.65E+03 1.30E+07 2.81E+07 1.12E+08 1.03E+17 2.27E-07 4.78E-13 6.32E-03 1.41E+03 1.15E+04 4.11E-09 2.12E+14
  3.05E+06 5.71E+03 1.46E+07 2.04E+07 7.57E+07 7.58E+16 6.42E-10 2.29E-13 4.45E-03 4.03E+02 9.09E+03 9.65E-10 1.56E+14
  3.25E+06 9.56E+03 1.63E+07 1.64E+07 4.34E+07 5.58E+16 1.21E-11 4.66E-13 5.70E-03 2.35E+02 6.75E+03 9.25E-10 1.15E+14
  3.45E+06 1.67E+04 1.77E+07 1.46E+07 1.96E+07 4.07E+16 1.92E-11 1.23E-12 8.74E-03 2.05E+02 4.89E+03 1.07E-09 8.36E+13
  3.65E+06 2.98E+04 1.82E+07 1.36E+07 7.18E+06 2.99E+16 2.78E-11 2.89E-12 1.28E-02 1.94E+02 3.54E+03 1.05E-09 6.14E+13
  3.85E+06 5.30E+04 1.73E+07 1.26E+07 2.09E+06 2.21E+16 3.46E-11 5.97E-12 1.71E-02 1.84E+02 2.57E+03 8.53E-10 4.54E+13
  4.05E+06 9.19E+04 1.47E+07 1.21E+07 4.69E+05 1.65E+16 4.36E-11 1.20E-11 2.19E-02 1.81E+02 1.87E+03 6.45E-10 3.38E+13
  4.25E+06 1.41E+05 1.08E+07 1.21E+07 8.19E+04 1.23E+16 6.26E-11 2.41E-11 2.84E-02 1.90E+02 1.35E+03 5.17E-10 2.53E+13
  4.45E+06 1.81E+05 6.86E+06 1.18E+07 1.23E+04 9.31E+15 9.23E-11 4.47E-11 3.62E-02 2.04E+02 9.54E+02 4.32E-10 1.91E+13
  4.65E+06 1.97E+05 3.85E+06 1.10E+07 1.70E+03 7.06E+15 1.21E-10 7.03E-11 4.37E-02 2.12E+02 6.66E+02 3.50E-10 1.45E+13
  4.85E+06 1.92E+05 2.04E+06 9.59E+06 2.50E+02 5.42E+15 1.35E-10 9.21E-11 5.22E-02 2.10E+02 4.64E+02 2.78E-10 1.11E+13
  5.05E+06 1.76E+05 1.09E+06 8.05E+06 4.27E+01 4.23E+15 1.33E-10 1.05E-10 6.55E-02 2.00E+02 3.25E+02 2.38E-10 8.68E+12
  5.25E+06 1.56E+05 5.83E+05 6.61E+06 7.92E+00 3.32E+15 1.21E-10 1.10E-10 8.19E-02 1.82E+02 2.29E+02 2.27E-10 6.80E+12
  5.45E+06 1.38E+05 3.25E+05 5.38E+06 1.76E+00 2.63E+15 1.07E-10 1.09E-10 1.11E-01 1.62E+02 1.63E+02 2.66E-10 5.39E+12
  5.65E+06 1.19E+05 1.77E+05 4.33E+06 3.92E-01 2.08E+15 9.26E-11 1.06E-10 1.48E-01 1.40E+02 1.17E+02 3.42E-10 4.26E+12
  5.85E+06 1.01E+05 9.45E+04 3.44E+06 8.94E-02 1.63E+15 8.05E-11 1.02E-10 1.93E-01 1.18E+02 8.35E+01 4.69E-10 3.34E+12
  6.05E+06 8.47E+04 4.92E+04 2.71E+06 2.12E-02 1.28E+15 7.29E-11 9.97E-11 2.49E-01 9.72E+01 5.99E+01 6.74E-10 2.61E+12
  6.25E+06 6.97E+04 2.50E+04 2.11E+06 5.39E-03 9.91E+14 7.06E-11 1.01E-10 3.19E-01 7.87E+01 4.31E+01 1.01E-09 2.03E+12
  6.45E+06 5.63E+04 1.31E+04 1.67E+06 1.85E-03 7.79E+14 7.63E-11 1.11E-10 4.97E-01 6.37E+01 3.17E+01 1.89E-09 1.59E+12
  6.65E+06 4.34E+04 5.86E+03 1.27E+06 4.65E-04 5.91E+14 8.73E-11 1.25E-10 5.71E-01 4.95E+01 2.26E+01 2.80E-09 1.21E+12
  6.85E+06 3.24E+04 2.57E+03 9.65E+05 1.43E-04 4.49E+14 1.25E-10 1.64E-10 6.69E-01 3.82E+01 1.63E+01 4.58E-09 9.18E+11
  7.05E+06 2.37E+04 1.09E+03 7.33E+05 4.93E-05 3.40E+14 2.08E-10 2.51E-10 7.50E-01 2.92E+01 1.18E+01 7.69E-09 6.95E+11
  7.25E+06 1.71E+04 4.40E+02 5.47E+05 1.46E-05 2.54E+14 3.21E-10 3.79E-10 7.27E-01 2.19E+01 8.41E+00 1.11E-08 5.18E+11
  7.45E+06 1.25E+04 1.75E+02 4.06E+05 3.53E-06 1.88E+14 4.46E-10 5.41E-10 6.70E-01 1.63E+01 5.96E+00 1.41E-08 3.84E+11
  7.65E+06 9.30E+03 6.85E+01 3.00E+05 6.83E-07 1.39E+14 5.53E-10 7.29E-10 6.10E-01 1.21E+01 4.20E+00 1.62E-08 2.82E+11
  7.85E+06 7.11E+03 2.66E+01 2.19E+05 1.13E-07 1.02E+14 6.45E-10 1.11E-09 5.24E-01 8.89E+00 2.93E+00 1.78E-08 2.07E+11
  8.05E+06 6.01E+03 8.51E+00 1.59E+05 7.24E-09 7.41E+13 2.54E-10 6.76E-10 7.72E-01 6.15E+00 2.02E+00 1.64E-08 1.50E+11
  8.25E+06 6.66E+03 3.81E+00 1.13E+05 9.65E-11 5.37E+13 2.50E-11 7.81E-11 1.45E+00 3.60E+00 1.39E+00 6.88E-09 1.08E+11
  8.45E+06 7.49E+03 2.11E+00 7.78E+04 6.40E-13 3.84E+13 1.82E-12 9.61E-12 1.68E+00 1.95E+00 9.33E-01 2.22E-09 7.73E+10
  8.65E+06 7.55E+03 1.14E+00 5.28E+04 2.78E-14 2.72E+13 1.19E-13 1.43E-12 1.53E+00 1.04E+00 6.19E-01 6.90E-10 5.45E+10
  8.85E+06 6.90E+03 5.60E-01 3.52E+04 2.57E-15 1.90E+13 6.98E-15 2.46E-13 1.24E+00 5.64E-01 4.02E-01 2.15E-10 3.78E+10
  9.05E+06 5.89E+03 2.57E-01 2.33E+04 2.59E-16 1.32E+13 3.79E-16 4.86E-14 9.34E-01 3.09E-01 2.57E-01 6.94E-11 2.60E+10
  9.25E+06 4.77E+03 1.09E-01 1.53E+04 2.48E-17 9.06E+12 1.85E-17 1.06E-14 6.76E-01 1.71E-01 1.60E-01 2.29E-11 1.77E+10
  9.45E+06 3.72E+03 4.50E-02 1.01E+04 2.57E-18 6.25E+12 8.58E-19 2.57E-15 4.82E-01 9.39E-02 9.86E-02 7.94E-12 1.21E+10
  9.65E+06 2.82E+03 1.80E-02 6.79E+03 2.95E-19 4.34E+12 4.08E-20 6.81E-16 3.38E-01 5.11E-02 5.95E-02 2.86E-12 8.23E+09
  9.85E+06 2.05E+03 6.75E-03 4.58E+03 3.35E-20 3.01E+12 2.14E-21 1.92E-16 2.32E-01 2.81E-02 3.47E-02 1.05E-12 5.55E+09
     Z      SO4AER
  5.00E+04 1.90E+09
  1.50E+05 2.10E+09
  2.50E+05 2.61E+09
  3.50E+05 3.17E+09
  5.50E+05 4.00E+09
  7.50E+05 4.22E+09
  9.50E+05 3.94E+09
  1.15E+06 3.59E+09
  1.35E+06 2.90E+09
  1.55E+06 2.02E+09
  1.75E+06 1.23E+09
  1.95E+06 7.11E+08
  2.15E+06 4.10E+08
  2.35E+06 2.42E+08
  2.55E+06 1.46E+08
  2.75E+06 8.75E+07
  2.95E+06 5.15E+07
  3.15E+06 2.97E+07
  3.35E+06 1.65E+07
  3.55E+06 8.89E+06
  3.75E+06 4.69E+06
  3.95E+06 2.43E+06
  4.15E+06 1.23E+06
  4.35E+06 6.14E+05
  4.55E+06 3.02E+05
  4.75E+06 1.46E+05
  4.95E+06 7.03E+04
  5.15E+06 3.30E+04
  5.35E+06 1.56E+04
  5.55E+06 7.21E+03
  5.75E+06 3.24E+03
  5.95E+06 1.40E+03
  6.15E+06 5.81E+02
  6.35E+06 2.39E+02
  6.55E+06 8.59E+01
  6.75E+06 2.91E+01
  6.95E+06 8.95E+00
  7.15E+06 2.44E+00
  7.35E+06 4.93E-01
  7.55E+06 6.08E-02
  7.75E+06 3.78E-03
  7.95E+06 8.89E-05
  8.15E+06 5.27E-07
  8.35E+06 4.32E-10
  8.55E+06 2.04E-14
  8.75E+06 1.50E-20
  8.95E+06 2.89E-29
  9.15E+06 1.08E-41
  9.35E+06 2.34E-59
  9.55E+06 2.11E-84
  9.75E+06 1.82E-87
  9.95E+06 1.28E-87

 FLUXES OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  0.00E+00-6.22E+08-6.82E+06-7.83E+09-1.35E+06-2.35E+08-4.01E+09-3.78E+10 9.11E+03-3.78E+09 8.54E+10 1.76E+11-3.09E+09
  1.00E+05-1.07E+08-3.20E+02 0.00E+00-2.08E+05 1.79E+06-4.98E+08-6.19E+10-1.13E-02-5.49E+09 6.59E+10 1.36E+11 4.21E+08
  2.00E+05 3.81E+07-4.32E+02 0.00E+00-2.11E+05 5.40E+06 4.73E+08-7.64E+10-1.15E-02-5.91E+09 4.98E+10 1.05E+11 1.36E+09
  3.00E+05 1.65E+08-5.47E+02 0.00E+00-1.75E+05 1.17E+07 1.69E+09-8.29E+10-8.67E-03-5.50E+09 3.68E+10 8.05E+10 2.03E+09
  4.00E+05 2.31E+08-6.58E+02 0.00E+00-1.53E+05 1.50E+07 2.18E+09-8.22E+10-7.49E-03-4.63E+09 2.66E+10 6.11E+10 1.99E+09
  5.00E+05 2.64E+08-7.61E+02 0.00E+00-1.13E+05 1.62E+07 2.09E+09-7.60E+10-5.21E-03-3.60E+09 1.89E+10 4.56E+10 1.56E+09
  6.00E+05 2.74E+08-8.57E+02 0.00E+00-9.07E+03 1.58E+07 1.70E+09-6.72E+10 1.33E-03-2.62E+09 1.33E+10 3.32E+10 1.05E+09
  7.00E+05 2.32E+08-9.63E+02 0.00E+00 7.04E+04 1.39E+07 1.24E+09-5.92E+10 5.83E-03-1.80E+09 9.44E+09 2.38E+10 6.59E+08
  8.00E+05 1.58E+08-1.09E+03 0.00E+00 5.14E+04 1.09E+07 8.31E+08-5.31E+10 3.51E-03-1.16E+09 7.06E+09 1.69E+10 3.98E+08
  9.00E+05 9.33E+07-1.21E+03 0.00E+00-7.71E+02 7.31E+06 4.99E+08-4.84E+10-8.22E-04-6.89E+08 5.58E+09 1.19E+10 2.20E+08
  1.00E+06 4.80E+07-1.13E+03 0.00E+00 4.54E+03 3.81E+06 2.52E+08-4.43E+10-1.56E-04-3.54E+08 4.63E+09 7.96E+09 9.86E+07
  1.10E+06 1.81E+07-9.52E+02-7.83E+09 1.33E+04 1.87E+06 9.87E+07-4.11E+10 9.99E-04-1.31E+08 4.03E+09 4.96E+09 3.28E+07
  1.20E+06 4.58E+06-1.21E+03-7.18E+09 1.68E+04 5.09E+05 2.63E+07-3.88E+10 9.25E-04 2.86E+06 3.68E+09 2.84E+09 6.92E+06
  1.30E+06 1.25E+06-1.43E+03-6.82E+09 5.48E+03 1.27E+05 4.87E+06-3.77E+10 3.56E-04 8.06E+07 3.47E+09 1.70E+09 1.14E+06
  1.40E+06 2.46E+05-1.91E+03-6.61E+09-1.82E+02 1.15E+04 6.66E+05-3.74E+10-2.94E-05 1.29E+08 3.34E+09 1.09E+09 1.56E+05
  1.50E+06 2.35E+04-2.74E+03-6.45E+09-1.58E+03-1.49E+04 3.71E+04-3.76E+10-1.29E-04 1.66E+08 3.24E+09 7.28E+08 1.56E+04
  1.60E+06-2.81E+04-4.04E+03-6.32E+09-2.00E+03-2.32E+04-6.74E+04-3.82E+10-1.61E-04 1.96E+08 3.16E+09 4.90E+08-6.37E+03
  1.70E+06-4.75E+04-6.10E+03-6.20E+09-2.41E+03-2.94E+04-1.12E+05-3.94E+10-2.02E-04 2.23E+08 3.09E+09 3.31E+08-1.28E+04
  1.80E+06-5.92E+04-9.37E+03-6.09E+09-2.98E+03-3.69E+04-1.62E+05-4.11E+10-2.69E-04 2.48E+08 3.02E+09 2.24E+08-1.71E+04
  1.90E+06-7.06E+04-1.46E+04-5.98E+09-3.86E+03-4.75E+04-2.38E+05-4.33E+10-3.86E-04 2.71E+08 2.95E+09 1.52E+08-2.17E+04
  2.00E+06-8.53E+04-2.30E+04-5.88E+09-5.25E+03-6.30E+04-3.63E+05-4.60E+10-5.96E-04 2.92E+08 2.89E+09 1.02E+08-2.77E+04
  2.10E+06-1.28E+05-3.79E+04-5.78E+09-7.67E+03-9.67E+04-6.26E+05-4.88E+10-1.04E-03 3.11E+08 2.83E+09 6.64E+07-4.41E+04
  2.20E+06-1.53E+05-6.05E+04-5.67E+09-1.09E+04-1.35E+05-9.88E+05-5.16E+10-1.78E-03 3.30E+08 2.76E+09 4.18E+07-5.54E+04
  2.30E+06-1.80E+05-9.56E+04-5.55E+09-1.57E+04-1.86E+05-1.52E+06-5.39E+10-3.12E-03 3.48E+08 2.69E+09 2.47E+07-6.52E+04
  2.40E+06-2.07E+05-1.49E+05-5.43E+09-2.26E+04-2.54E+05-2.25E+06-5.53E+10-5.62E-03 3.65E+08 2.62E+09 1.31E+07-7.21E+04
  2.50E+06-2.32E+05-2.28E+05-5.30E+09-3.24E+04-3.42E+05-3.22E+06-5.53E+10-1.04E-02 3.81E+08 2.55E+09 5.26E+06-7.63E+04
  2.60E+06-2.51E+05-3.43E+05-5.15E+09-4.64E+04-4.52E+05-4.39E+06-5.35E+10-1.98E-02 3.95E+08 2.46E+09 3.43E+05-7.70E+04
  2.70E+06-2.62E+05-5.10E+05-4.98E+09-6.64E+04-5.86E+05-5.64E+06-4.98E+10-3.90E-02 4.06E+08 2.38E+09-2.44E+06-7.37E+04
  2.80E+06-2.61E+05-7.47E+05-4.80E+09-9.41E+04-7.34E+05-6.69E+06-4.43E+10-7.92E-02 4.13E+08 2.28E+09-3.62E+06-6.44E+04
  2.90E+06-2.43E+05-1.07E+06-4.60E+09-1.30E+05-8.74E+05-7.15E+06-3.70E+10-1.64E-01 4.16E+08 2.18E+09-3.64E+06-4.89E+04
  3.00E+06-2.15E+05-1.52E+06-4.38E+09-1.79E+05-9.95E+05-6.74E+06-2.84E+10-3.48E-01 4.14E+08 2.07E+09-2.92E+06-2.88E+04
  3.10E+06-1.78E+05-2.17E+06-4.14E+09-2.44E+05-1.08E+06-5.30E+06-1.88E+10-7.58E-01 4.05E+08 1.95E+09-1.85E+06-6.34E+03
  3.20E+06-1.33E+05-3.02E+06-3.89E+09-3.27E+05-1.08E+06-2.92E+06-8.07E+09-1.65E+00 3.90E+08 1.83E+09-9.94E+05 1.66E+04
  3.30E+06-1.45E+05-4.45E+06-3.61E+09-4.25E+05-1.11E+06-5.97E+05 5.00E+09-3.77E+00 3.67E+08 1.70E+09-1.36E+06 1.76E+04
  3.40E+06-1.08E+05-6.24E+06-3.32E+09-5.45E+05-9.66E+05 1.95E+06 1.44E+10-8.41E+00 3.36E+08 1.57E+09-3.84E+05 3.24E+04
  3.50E+06-6.52E+04-8.72E+06-3.02E+09-6.99E+05-7.82E+05 3.58E+06 2.00E+10-1.86E+01 2.96E+08 1.44E+09 1.40E+06 4.13E+04
  3.60E+06-3.37E+04-1.24E+07-2.70E+09-9.01E+05-6.13E+05 4.17E+06 2.34E+10-4.16E+01 2.48E+08 1.30E+09 3.14E+06 4.22E+04
  3.70E+06-1.06E+04-1.77E+07-2.38E+09-1.16E+06-4.69E+05 4.00E+06 2.56E+10-9.30E+01 1.92E+08 1.17E+09 4.40E+06 3.85E+04
  3.80E+06 7.21E+03-2.54E+07-2.05E+09-1.48E+06-3.62E+05 3.39E+06 2.68E+10-2.07E+02 1.28E+08 1.04E+09 4.89E+06 3.26E+04
  3.90E+06 2.17E+04-3.66E+07-1.72E+09-1.82E+06-3.06E+05 2.61E+06 2.67E+10-4.55E+02 5.54E+07 9.12E+08 4.31E+06 2.56E+04
  4.00E+06 3.50E+04-5.14E+07-1.39E+09-2.07E+06-3.01E+05 1.83E+06 2.48E+10-9.46E+02-2.58E+07 7.89E+08 2.59E+06 1.85E+04
  4.10E+06 4.68E+04-6.95E+07-1.07E+09-2.14E+06-3.32E+05 1.20E+06 2.17E+10-1.82E+03-1.14E+08 6.73E+08-1.36E+04 1.22E+04
  4.20E+06 5.72E+04-9.07E+07-7.62E+08-2.05E+06-3.73E+05 7.70E+05 1.83E+10-3.25E+03-2.07E+08 5.66E+08-3.13E+06 7.57E+03
  4.30E+06 6.32E+04-1.15E+08-4.76E+08-1.86E+06-3.99E+05 5.17E+05 1.54E+10-5.45E+03-3.02E+08 4.71E+08-6.59E+06 4.37E+03
  4.40E+06 6.85E+04-1.41E+08-2.16E+08-1.60E+06-3.98E+05 3.74E+05 1.29E+10-8.56E+03-3.97E+08 3.89E+08-1.02E+07 2.48E+03
  4.50E+06 7.21E+04-1.67E+08 1.49E+07-1.34E+06-3.73E+05 2.95E+05 1.08E+10-1.27E+04-4.89E+08 3.20E+08-1.41E+07 1.44E+03
  4.60E+06 7.34E+04-1.96E+08 2.19E+08-1.13E+06-3.45E+05 2.52E+05 9.08E+09-1.85E+04-5.77E+08 2.62E+08-1.84E+07 8.62E+02
  4.70E+06 7.45E+04-2.27E+08 3.97E+08-9.63E+05-3.18E+05 2.14E+05 7.53E+09-2.61E+04-6.61E+08 2.15E+08-2.32E+07 6.92E+02
  4.80E+06 8.32E+04-2.42E+08 5.54E+08-8.90E+05-3.06E+05 1.44E+05 5.57E+09-3.42E+04-7.41E+08 1.76E+08-2.86E+07 1.63E+03
  4.90E+06 7.97E+04-2.65E+08 6.88E+08-8.39E+05-2.98E+05 1.05E+05 4.44E+09-4.50E+04-8.14E+08 1.46E+08-3.62E+07 1.99E+03
  5.00E+06 7.04E+04-3.00E+08 8.03E+08-7.78E+05-2.86E+05 9.66E+04 3.94E+09-6.05E+04-8.80E+08 1.21E+08-4.65E+07 1.85E+03
  5.10E+06 6.26E+04-3.41E+08 9.00E+08-7.46E+05-2.82E+05 8.61E+04 3.51E+09-8.16E+04-9.39E+08 1.02E+08-5.94E+07 1.80E+03
  5.20E+06 5.87E+04-3.59E+08 9.83E+08-7.81E+05-2.95E+05 4.65E+04 2.76E+09-1.03E+05-9.92E+08 8.73E+07-7.48E+07 2.36E+03
  5.30E+06 5.31E+04-3.81E+08 1.05E+09-8.28E+05-3.14E+05 1.67E+04 2.31E+09-1.32E+05-1.04E+09 7.56E+07-9.34E+07 2.65E+03
  5.40E+06 4.62E+04-4.25E+08 1.11E+09-8.58E+05-3.33E+05 7.70E+03 2.19E+09-1.74E+05-1.08E+09 6.67E+07-1.15E+08 2.52E+03
