alt press den temp eddy H2Oaer CO2aer S8aer H2SO4aer NH3aer N2Oaer C2H2aer C2H4aer C2H6aer CH3CNaer HCCCNaer HCNaer CH4aer HCaer1 HCaer2 HCaer3 He H H2 H2O OH O O2 CO CO2 HCO H2CO C CH CH2 CH3 CH4 S S2 S3 S4 S8 H2S HS SO SO2 CS CS2 OCS CN HCN N N2 NH NH2 NH3 C2 C2H C2H2 C2H4 NO HNO HO2 HNCO N2O H2O2 O3 NO2 NO3 SO3 HNO2 HNO3 H2SO4 HCl Cl Cl2 HOCl N2H4 ClO C2H6 CH3OH CH2CO CH3CHO C3H4 C3H6 C4H2 C4H4 OClO HCS C2H3 C2H5 NCO 1CH2 HCCO NNH HSO CH3O H2COH H2CN N2H2 C4H HCNOH C2H2OH CH3CO CH2CHO C2H3OH C2H4OH CH3O2 HSO3 N2H3 NH2CO HS4 C4H3 CH2N2 CH2CN CH3CN HCCCN O1D N2D H2Oaer_r CO2aer_r S8aer_r H2SO4aer_r NH3aer_r N2Oaer_r C2H2aer_r C2H4aer_r C2H6aer_r CH3CNaer_r HCCCNaer_r HCNaer_r CH4aer_r HCaer1_r HCaer2_r HCaer3_r
2.25000E+01 3.58958E-02 1.30283E+18 2.16275E+02 5.99062E+03 1.00000E-40 1.00000E-40 1.00000E-40 6.80684E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.05550E-26 1.00000E-40 1.00469E-40 1.64938E-19 5.44308E-07 4.70876E-05 2.08519E-12 1.63292E-12 2.12011E-01 1.00889E-08 3.64312E-04 1.33956E-21 3.87550E-11 1.00000E-40 1.00000E-40 5.31746E-30 3.59313E-18 1.46411E-06 1.27363E-24 2.15854E-26 1.90260E-31 2.07111E-30 4.40969E-37 1.05855E-18 3.41791E-20 8.89999E-18 5.73100E-13 1.00000E-40 1.00000E-40 2.52918E-10 1.00000E-40 8.08925E-16 3.11185E-26 7.87573E-01 1.33119E-27 3.64654E-28 2.36812E-23 1.00000E-40 1.00000E-40 1.49099E-28 1.92425E-23 3.36824E-10 5.91897E-16 2.75578E-11 1.32452E-20 2.27278E-07 5.82254E-10 2.73464E-06 8.63048E-10 8.37438E-13 6.81082E-19 1.09919E-10 1.25505E-08 1.15082E-12 1.79938E-14 6.45013E-20 9.25460E-27 7.01800E-17 1.00000E-40 8.33157E-10 1.27608E-20 4.78663E-16 1.65775E-23 1.81361E-23 6.50583E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.08322E-14 1.00000E-40 2.19396E-37 4.50382E-24 5.42640E-27 6.41256E-32 2.79090E-34 3.73432E-34 3.87066E-16 2.54451E-17 3.48294E-13 8.92516E-32 2.47707E-40 1.00000E-40 2.93010E-20 2.22825E-39 5.71979E-24 1.16304E-30 1.18469E-21 1.15466E-24 7.86709E-13 1.50906E-23 1.00000E-40 2.95934E-22 1.00000E-40 1.00000E-40 5.15302E-23 1.00000E-40 1.11145E-29 1.00000E-40 1.40245E-18 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.35000E+01 3.06754E-02 1.11126E+18 2.17997E+02 6.81524E+03 1.00000E-40 1.00000E-40 1.00000E-40 6.47233E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.08036E-26 1.00000E-40 1.00490E-40 2.52985E-19 5.31990E-07 4.72818E-05 2.72657E-12 2.71784E-12 2.12007E-01 9.90465E-09 3.64386E-04 1.77929E-21 4.09390E-11 1.00000E-40 1.00000E-40 1.07538E-29 5.48320E-18 1.36951E-06 2.58694E-24 1.00000E-40 1.00000E-40 1.00000E-40 4.40659E-37 9.75831E-19 3.35658E-20 1.31800E-17 7.93773E-13 1.00000E-40 1.00000E-40 2.16396E-10 1.28164E-40 9.37944E-16 1.06058E-25 7.87576E-01 1.78666E-27 3.25491E-28 1.58977E-23 1.00000E-40 1.00000E-40 2.14517E-28 2.65947E-23 4.21103E-10 5.72942E-16 3.40977E-11 1.51250E-20 2.14305E-07 7.01756E-10 3.22463E-06 1.10852E-09 1.03543E-12 1.48400E-18 1.16841E-10 1.40492E-08 1.55767E-12 4.92324E-15 5.72314E-20 7.75680E-27 7.81916E-17 1.00000E-40 8.33099E-10 2.10529E-20 7.30910E-16 2.29021E-23 3.07189E-23 6.65718E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.29527E-14 1.00000E-40 4.00507E-37 6.17612E-24 1.00422E-26 1.32001E-31 5.64667E-34 5.38176E-34 4.02883E-16 3.19122E-17 3.30414E-13 1.83436E-31 2.16244E-40 1.00000E-40 3.31262E-20 4.04137E-39 7.07595E-24 1.36502E-30 1.18462E-21 1.29135E-24 8.04183E-13 2.46535E-23 1.00000E-40 3.40614E-22 1.00000E-40 1.00000E-40 7.71045E-23 1.00000E-40 1.29764E-29 1.00000E-40 2.18781E-18 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.45000E+01 2.62468E-02 9.48581E+17 2.19805E+02 7.73991E+03 1.00000E-40 1.00000E-40 1.00000E-40 6.04848E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.10342E-26 1.00000E-40 1.00511E-40 3.92764E-19 5.17901E-07 4.74710E-05 3.60141E-12 4.47754E-12 2.12004E-01 9.74537E-09 3.64456E-04 2.39008E-21 4.33982E-11 1.00000E-40 1.00000E-40 2.21066E-29 8.42105E-18 1.27815E-06 4.98578E-24 1.00000E-40 1.00000E-40 1.00000E-40 4.40340E-37 8.87300E-19 3.31999E-20 2.01382E-17 1.08749E-12 1.00000E-40 1.00000E-40 1.81200E-10 2.20622E-40 1.07313E-15 3.33860E-25 7.87579E-01 2.38273E-27 2.85657E-28 1.00713E-23 1.00000E-40 1.00000E-40 3.09615E-28 3.68316E-23 5.30302E-10 5.64910E-16 4.18584E-11 1.71586E-20 2.01160E-07 8.26079E-10 3.75978E-06 1.41840E-09 1.25808E-12 3.20401E-18 1.25045E-10 1.54098E-08 2.13689E-12 1.65404E-15 5.16868E-20 6.63777E-27 8.73337E-17 1.00000E-40 8.33029E-10 3.44185E-20 1.12254E-15 3.30349E-23 5.18836E-23 6.85820E-40 1.28258E-40 1.00000E-40 1.00000E-40 1.53584E-14 1.00000E-40 7.40057E-37 8.48258E-24 1.81498E-26 2.76157E-31 1.11748E-33 7.84962E-34 4.15847E-16 4.03209E-17 3.10441E-13 4.58091E-31 1.94909E-40 1.00000E-40 3.74120E-20 7.41631E-39 9.11611E-24 1.61975E-30 1.18455E-21 1.45604E-24 8.20180E-13 3.99798E-23 1.00000E-40 3.86673E-22 1.00000E-40 1.00000E-40 1.17424E-22 1.00000E-40 1.52251E-29 1.00000E-40 3.41219E-18 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.55000E+01 2.24850E-02 8.10338E+17 2.21650E+02 8.74643E+03 1.00000E-40 1.00000E-40 1.00000E-40 5.52088E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.12496E-26 1.00000E-40 1.00534E-40 6.17825E-19 5.02164E-07 4.76559E-05 4.81736E-12 7.29884E-12 2.12000E-01 9.58125E-09 3.64523E-04 3.25291E-21 4.61543E-11 1.00000E-40 1.00000E-40 4.63704E-29 1.30326E-17 1.18975E-06 9.14887E-24 5.07594E-27 1.00000E-40 1.00000E-40 4.40012E-37 7.91738E-19 3.31566E-20 3.13925E-17 1.44481E-12 1.00000E-40 1.00000E-40 1.47867E-10 3.80148E-40 1.21508E-15 9.81326E-25 7.87582E-01 3.17593E-27 2.40735E-28 6.03048E-24 1.00000E-40 1.00000E-40 4.51422E-28 5.14808E-23 6.76780E-10 5.72376E-16 5.07561E-11 1.94478E-20 1.87888E-07 9.39589E-10 4.32992E-06 1.81624E-09 1.49858E-12 6.73819E-18 1.35575E-10 1.65877E-08 2.95371E-12 7.19512E-16 4.73463E-20 5.79079E-27 9.79837E-17 1.00000E-40 8.32955E-10 5.58507E-20 1.73464E-15 4.93815E-23 8.74806E-23 7.12598E-40 1.90525E-40 1.00000E-40 1.00000E-40 1.80505E-14 2.22778E-40 1.39764E-36 1.17469E-23 3.19424E-26 5.89411E-31 2.16598E-33 1.15979E-33 4.25928E-16 5.13930E-17 2.89644E-13 1.21886E-30 1.80789E-40 1.00000E-40 4.24409E-20 1.38984E-38 1.22030E-23 1.96650E-30 1.18448E-21 1.67549E-24 8.30801E-13 6.32727E-23 1.00000E-40 4.34277E-22 1.00000E-40 1.00000E-40 1.82697E-22 1.00000E-40 1.79404E-29 1.00000E-40 5.31868E-18 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.65000E+01 1.92848E-02 6.92763E+17 2.23500E+02 9.76505E+03 1.00000E-40 1.00000E-40 1.00000E-40 4.88368E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.14520E-26 1.00000E-40 1.00557E-40 9.85773E-19 4.84806E-07 4.78375E-05 6.53651E-12 1.17634E-11 2.11996E-01 9.39251E-09 3.64586E-04 4.48656E-21 4.91603E-11 1.00000E-40 1.00000E-40 9.94120E-29 2.03249E-17 1.10369E-06 1.59811E-23 5.57973E-27 1.73054E-32 1.97790E-31 4.39671E-37 6.90671E-19 3.34908E-20 4.92922E-17 1.83441E-12 1.00000E-40 1.00000E-40 1.16881E-10 6.58611E-40 1.36523E-15 2.71334E-24 7.87585E-01 4.25081E-27 1.93035E-28 3.45516E-24 1.00000E-40 1.00000E-40 6.70103E-28 7.31988E-23 8.78564E-10 5.99290E-16 6.05807E-11 2.21231E-20 1.74491E-07 1.02361E-09 4.91686E-06 2.33113E-09 1.74501E-12 1.36319E-17 1.49484E-10 1.75347E-08 4.10711E-12 3.84873E-16 4.40178E-20 5.15449E-27 1.10503E-16 1.00000E-40 8.32876E-10 9.02265E-20 2.69755E-15 7.60556E-23 1.47549E-22 7.48545E-40 2.93177E-40 1.00000E-40 1.00000E-40 2.10095E-14 6.13861E-40 2.72367E-36 1.65205E-23 5.47776E-26 1.28556E-30 4.12911E-33 1.73797E-33 4.32586E-16 6.60775E-17 2.68839E-13 3.23745E-30 1.76854E-40 1.00000E-40 4.85605E-20 2.68435E-38 1.69602E-23 2.47193E-30 1.18441E-21 1.99144E-24 8.33155E-13 9.65011E-23 1.00000E-40 4.83861E-22 1.00000E-40 1.00000E-40 2.90887E-22 1.00000E-40 2.12450E-29 1.00000E-40 8.27748E-18 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.75000E+01 1.65606E-02 5.92690E+17 2.25324E+02 1.09262E+04 1.00000E-40 1.00000E-40 1.00000E-40 4.14425E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.16435E-26 1.00000E-40 1.00581E-40 1.59631E-18 4.65896E-07 4.80162E-05 8.99688E-12 1.87136E-11 2.11992E-01 9.16604E-09 3.64647E-04 6.25906E-21 5.22865E-11 1.00000E-40 1.00000E-40 2.17507E-28 3.18933E-17 1.01978E-06 2.64928E-23 4.19500E-27 1.00000E-40 1.00000E-40 4.39316E-37 5.88862E-19 3.42960E-20 7.68132E-17 2.20235E-12 2.23454E-40 1.00000E-40 8.89160E-11 1.14925E-39 1.52467E-15 7.08568E-24 7.87588E-01 5.72461E-27 1.49164E-28 1.94479E-24 1.00000E-40 1.00000E-40 1.01775E-27 1.06407E-22 1.16032E-09 6.49334E-16 7.09776E-11 2.53058E-20 1.61045E-07 1.06099E-09 5.49010E-06 2.99022E-09 1.97827E-12 2.62619E-17 1.67666E-10 1.81898E-08 5.72717E-12 2.30478E-16 4.16420E-20 4.68479E-27 1.25052E-16 1.00000E-40 8.32794E-10 1.45266E-19 4.21539E-15 1.19863E-22 2.48843E-22 7.97009E-40 4.69750E-40 1.00000E-40 1.00000E-40 2.41766E-14 1.61492E-39 5.50464E-36 2.36915E-23 9.18152E-26 2.86110E-30 7.77374E-33 2.64295E-33 4.35242E-16 8.55706E-17 2.48544E-13 8.38663E-30 1.91535E-40 1.00000E-40 5.61310E-20 5.36815E-38 2.44112E-23 3.24242E-30 1.18433E-21 2.46421E-24 8.26394E-13 1.40405E-22 1.00000E-40 5.35725E-22 1.00000E-40 1.00000E-40 4.73250E-22 1.00000E-40 2.52943E-29 1.00000E-40 1.28338E-17 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.85000E+01 1.42426E-02 5.07450E+17 2.27103E+02 1.22719E+04 1.00000E-40 1.00000E-40 1.00000E-40 3.31930E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.18255E-26 1.00000E-40 1.00606E-40 2.62399E-18 4.45673E-07 4.81908E-05 1.25367E-11 2.93290E-11 2.11988E-01 8.89595E-09 3.64704E-04 8.79824E-21 5.53350E-11 1.00000E-40 1.00000E-40 4.83406E-28 5.02210E-17 9.38565E-07 4.14929E-23 3.16663E-27 1.00000E-40 1.00000E-40 4.38947E-37 4.93462E-19 3.57753E-20 1.16923E-16 2.48169E-12 6.80628E-40 1.00000E-40 6.47997E-11 2.01660E-39 1.69331E-15 1.74945E-23 7.87592E-01 7.74734E-27 1.14432E-28 1.11416E-24 1.00000E-40 1.00000E-40 1.58149E-27 1.58143E-22 1.55301E-09 7.25425E-16 8.15035E-11 2.90681E-20 1.47759E-07 1.04316E-09 6.00842E-06 3.80523E-09 2.17388E-12 4.77471E-17 1.90581E-10 1.84878E-08 8.00351E-12 1.45467E-16 4.02164E-20 4.34266E-27 1.41446E-16 1.00000E-40 8.32709E-10 2.32637E-19 6.59059E-15 1.91530E-22 4.18062E-22 8.62129E-40 7.83059E-40 1.00000E-40 1.00000E-40 2.74528E-14 4.02560E-39 1.15148E-35 3.46113E-23 1.51076E-25 6.46708E-30 1.44948E-32 4.07905E-33 4.33812E-16 1.11320E-16 2.29092E-13 2.09984E-29 2.40130E-40 1.00000E-40 6.54509E-20 1.10893E-37 3.61473E-23 4.44167E-30 1.18425E-21 3.17726E-24 8.12255E-13 1.93149E-22 1.00000E-40 5.89771E-22 1.00000E-40 1.00000E-40 7.82975E-22 1.00000E-40 3.02625E-29 1.00000E-40 1.97616E-17 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.95000E+01 1.22617E-02 4.34788E+17 2.28915E+02 1.33027E+04 1.00000E-40 1.00000E-40 1.00000E-40 2.44162E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.19994E-26 1.00000E-40 1.00632E-40 4.37879E-18 4.24016E-07 4.83630E-05 1.76265E-11 4.53095E-11 2.11983E-01 8.57576E-09 3.64757E-04 1.23814E-20 5.79836E-11 1.00000E-40 1.00000E-40 1.08236E-27 7.89676E-17 8.59133E-07 6.06789E-23 2.14292E-27 1.00000E-40 1.00000E-40 4.38558E-37 4.07616E-19 3.79197E-20 1.70193E-16 2.60724E-12 1.95765E-39 1.00000E-40 4.47426E-11 3.55484E-39 1.87438E-15 4.08298E-23 7.87596E-01 1.05276E-26 8.88797E-29 6.63719E-25 1.00000E-40 1.00000E-40 2.52495E-27 2.41013E-22 2.09396E-09 8.26703E-16 9.18125E-11 3.35019E-20 1.34616E-07 9.75374E-10 6.43896E-06 4.76961E-09 2.31388E-12 8.11539E-17 2.18276E-10 1.84038E-08 1.12448E-11 9.39685E-17 3.96959E-20 4.09685E-27 1.59460E-16 1.00000E-40 8.32619E-10 3.72525E-19 1.02885E-14 3.09778E-22 7.02064E-22 9.51017E-40 1.35488E-39 1.00000E-40 1.00000E-40 3.07759E-14 9.35618E-39 2.49220E-35 5.16309E-23 2.45331E-25 1.47244E-29 2.70723E-32 6.39051E-33 4.24898E-16 1.44760E-16 2.10215E-13 5.03835E-29 3.54421E-40 1.00000E-40 7.68896E-20 2.36755E-37 5.49292E-23 6.36146E-30 1.18416E-21 4.26817E-24 7.92035E-13 2.48834E-22 1.00000E-40 6.46947E-22 1.00000E-40 1.00000E-40 1.30656E-21 1.00000E-40 3.64912E-29 1.00000E-40 3.01756E-17 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
3.05000E+01 1.05664E-02 3.72801E+17 2.30789E+02 1.46946E+04 1.00000E-40 1.00000E-40 1.00000E-40 1.55905E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.21665E-26 1.00000E-40 1.00660E-40 7.43111E-18 4.00958E-07 4.85330E-05 2.49074E-11 6.90371E-11 2.11979E-01 8.20808E-09 3.64808E-04 1.73278E-20 5.99074E-11 1.00000E-40 1.00000E-40 2.41999E-27 1.23386E-16 7.81294E-07 8.18147E-23 1.26940E-27 1.00000E-40 1.00000E-40 4.38145E-37 3.33116E-19 4.07396E-20 2.32484E-16 2.53715E-12 5.17843E-39 1.00000E-40 2.89312E-11 6.27763E-39 2.07026E-15 9.01302E-23 7.87599E-01 1.43263E-26 7.05003E-29 4.14329E-25 1.00000E-40 1.00000E-40 4.14348E-27 3.76086E-22 2.82578E-09 9.50066E-16 1.01538E-10 3.86405E-20 1.21713E-07 8.70284E-10 6.75038E-06 5.84321E-09 2.38415E-12 1.27668E-16 2.50309E-10 1.79280E-08 1.58211E-11 6.16543E-17 4.00902E-20 3.92319E-27 1.78579E-16 1.00000E-40 8.32524E-10 5.97614E-19 1.59934E-14 5.05519E-22 1.17913E-21 1.07347E-39 2.41636E-39 1.00000E-40 1.00000E-40 3.40808E-14 1.99310E-38 5.55060E-35 7.84946E-23 3.94601E-25 3.34725E-29 5.10370E-32 1.01808E-32 4.04368E-16 1.87250E-16 1.91567E-13 1.15190E-28 6.12219E-40 1.00000E-40 9.07415E-20 5.20349E-37 8.52154E-23 9.49074E-30 1.18407E-21 5.94064E-24 7.67247E-13 2.97232E-22 1.00000E-40 7.07896E-22 1.00000E-40 1.00000E-40 2.17986E-21 1.00000E-40 4.44203E-29 1.00000E-40 4.55908E-17 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
3.15000E+01 9.12111E-03 3.19882E+17 2.32945E+02 1.63646E+04 1.00000E-40 1.00000E-40 1.00000E-40 7.02226E-11 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.23277E-26 1.00000E-40 1.00690E-40 1.28853E-17 3.77077E-07 4.86974E-05 3.52250E-11 1.03783E-10 2.11975E-01 7.81926E-09 3.64854E-04 2.40030E-20 6.09345E-11 1.00000E-40 1.00000E-40 5.36468E-27 1.91012E-16 7.06562E-07 1.01247E-22 6.53283E-28 1.00000E-40 1.00000E-40 4.37712E-37 2.71738E-19 4.45113E-20 2.95499E-16 2.28639E-12 1.23690E-38 1.00000E-40 1.74757E-11 1.10464E-38 2.27919E-15 1.88471E-22 7.87603E-01 1.93934E-26 5.70498E-29 2.70137E-25 1.00000E-40 1.50285E-40 6.95436E-27 5.96188E-22 3.79243E-09 1.09081E-15 1.10285E-10 4.43055E-20 1.09426E-07 7.44261E-10 6.91617E-06 6.94348E-09 2.37670E-12 1.85186E-16 2.85542E-10 1.70638E-08 2.21968E-11 4.13854E-17 4.14687E-20 3.80111E-27 1.97913E-16 1.00000E-40 8.32424E-10 9.56704E-19 2.46826E-14 8.26103E-22 1.97108E-21 1.24029E-39 4.39288E-39 1.00000E-40 1.00000E-40 3.72938E-14 3.86205E-38 1.25689E-34 1.20657E-22 6.28028E-25 7.54319E-29 9.72669E-32 1.65690E-32 3.71342E-16 2.40238E-16 1.73106E-13 2.50440E-28 1.21778E-39 1.00000E-40 1.06843E-19 1.16619E-36 1.33617E-22 1.46136E-29 1.18397E-21 8.46381E-24 7.40513E-13 3.27918E-22 1.00000E-40 7.71948E-22 1.00000E-40 1.00000E-40 3.61050E-21 1.00000E-40 5.44535E-29 1.00000E-40 6.79265E-17 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
3.25000E+01 7.88397E-03 2.74297E+17 2.35326E+02 1.77833E+04 1.00000E-40 1.00000E-40 1.00000E-40 4.75637E-29 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.25234E-26 1.00000E-40 1.00721E-40 2.31177E-17 3.52469E-07 4.88564E-05 4.96055E-11 1.54692E-10 2.11971E-01 7.45812E-09 3.64895E-04 3.29721E-20 6.13621E-11 1.00000E-40 1.00000E-40 1.18968E-26 2.95870E-16 6.34711E-07 1.14301E-22 2.89208E-28 1.00000E-40 1.00000E-40 4.37255E-37 2.19071E-19 4.85316E-20 3.44584E-16 1.91202E-12 2.64800E-38 1.00000E-40 9.76407E-12 2.00990E-38 2.50388E-15 3.70075E-22 7.87607E-01 2.60055E-26 4.63251E-29 1.80695E-25 1.00000E-40 4.15851E-40 1.21130E-26 9.65060E-22 5.04425E-09 1.23535E-15 1.18037E-10 5.04851E-20 9.78233E-08 6.13256E-10 6.91131E-06 8.01045E-09 2.31481E-12 2.56211E-16 3.21243E-10 1.58191E-08 3.02717E-11 2.90987E-17 4.46857E-20 3.74062E-27 2.14448E-16 1.00000E-40 8.32318E-10 1.54061E-18 3.82388E-14 1.36360E-21 3.32577E-21 1.47029E-39 8.51674E-39 1.00000E-40 1.00000E-40 4.02821E-14 6.86322E-38 2.90369E-34 1.88340E-22 9.90620E-25 1.70962E-28 1.93491E-31 2.87064E-32 3.17042E-16 3.04700E-16 1.53839E-13 5.17270E-28 2.78342E-39 1.00000E-40 1.19602E-19 2.66408E-36 2.12206E-22 2.33402E-29 1.18387E-21 1.22494E-23 7.17438E-13 3.30771E-22 1.00000E-40 8.39815E-22 1.00000E-40 1.00000E-40 6.00505E-21 1.00000E-40 6.73461E-29 1.05064E-40 9.94304E-17 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
3.35000E+01 6.82158E-03 2.34165E+17 2.37871E+02 1.94692E+04 1.00000E-40 1.00000E-40 1.00000E-40 6.66705E-29 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.28715E-26 1.00000E-40 1.00754E-40 4.39752E-17 3.27160E-07 4.90105E-05 6.89867E-11 2.31476E-10 2.11967E-01 7.18361E-09 3.64931E-04 4.56251E-20 6.24949E-11 1.00000E-40 1.00000E-40 2.74448E-26 4.75076E-16 5.65364E-07 1.17409E-22 1.10577E-28 1.00000E-40 1.00000E-40 4.36768E-37 1.68905E-19 5.00966E-20 3.59509E-16 1.48989E-12 5.14694E-38 1.00000E-40 4.98284E-12 4.22611E-38 2.74822E-15 6.61185E-22 7.87612E-01 3.47175E-26 3.73217E-29 1.21622E-25 1.00000E-40 1.16938E-39 2.22179E-26 1.60268E-21 6.61299E-09 1.34810E-15 1.26031E-10 5.80971E-20 8.69190E-08 4.93221E-10 6.70595E-06 9.05333E-09 2.26211E-12 3.73726E-16 3.49613E-10 1.41602E-08 3.54617E-11 2.25397E-17 5.25504E-20 3.79559E-27 2.20560E-16 1.00000E-40 8.32207E-10 2.51160E-18 6.06702E-14 2.30294E-21 5.80391E-21 1.79333E-39 2.00057E-38 1.00000E-40 1.00000E-40 4.27337E-14 1.16811E-37 6.88810E-34 2.99553E-22 1.57664E-24 4.11723E-28 4.25428E-31 5.89281E-32 2.33115E-16 3.81118E-16 1.32276E-13 1.01470E-27 7.22367E-39 1.00000E-40 1.12958E-19 6.06430E-36 3.41184E-22 3.84292E-29 1.18375E-21 1.75441E-23 7.14515E-13 2.97154E-22 1.00000E-40 9.12533E-22 1.00000E-40 1.00000E-40 1.04747E-20 1.00000E-40 8.41975E-29 1.74914E-40 1.42312E-16 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
